1,605757
1,563524
1,611657
1,712697
1,481475
1,55898
1,682282
1,663521
1,538022
1,513773
1,580288
1,493155
1,439757
1,585254
1,521064
1,447776
1,639072
1,642678
1,564206
1,5525
1,523276
1,504131
1,519193
1,724313
1,503612
1,684997
1,501591
1,831091
1,548963
1,504605
1,608176
1,579436
1,422936
1,581868
1,676654
1,50894
1,717938
1,560124
1,822226
1,517956
1,583575
1,495275
1,54145
1,593358
1,497821
1,708393
1,571107
1,532613
1,560725
1,648696
1,913375
1,563812
1,648544
1,662933
1,533182
1,487772
1,627947
1,53031
1,640131
1,505005
1,547927
1,553311
1,434763
1,575226
1,566346
1,768945
1,603725
1,547353
1,461124
1,637779
1,641215
1,527736
1,555595
1,622292
1,584807
1,472262
1,598704
1,534967
1,721762
1,51591
1,547319
1,614143
1,631122
1,638366
1,688755
1,475637
1,522135
1,508629
1,552045
1,621094
1,473755
1,637576
1,539857
1,615529
1,542376
1,477869
1,497245
1,544737
1,522493
1,691599
2,025524
1,508901
1,473972
1,511183
1,594164
1,687165
1,501293
1,821598
1,636016
1,55108
1,496071
1,596517
1,644918
1,515082
1,708505
1,459378
1,501078
1,578411
1,595253
1,724815
1,747381
1,625455
1,54053
1,623722
1,567675
1,668073
1,576586
1,68171
1,669698
1,513093
1,634084
1,526785
1,915615
1,632463
1,757739
1,549202
1,636861
1,556088
1,593385
1,607296
1,48234
1,493911
1,459246
1,683257
1,445497
1,669272
2,099166
1,778418
1,710569
1,661636
1,60683
1,702899
1,65739
1,75331
1,611657
1,632698
1,624764
1,489761
1,522241
1,740063
1,570752
1,642741
1,568678
1,522273
1,717377
1,573731
1,606603
1,487362
1,569265
1,523226
1,753957
1,546634
1,536217
1,536694
1,437438
1,546998
1,498428
1,474398
1,606276
1,573123
1,352242
1,544858
1,552958
1,545823
1,573002
1,608959
1,590323
1,451541
1,577724
1,808188
1,50469
1,679186
1,48721
1,490859
1,479101
1,574482
1,512002
1,614351
1,53629
1,556594
1,634806
1,50619
1,540956
1,563202
1,606125
1,571224
1,466039
1,518155
1,676737
1,567219
1,435782
1,582626
1,501858
1,546029
1,48449
1,512556
1,489455
1,554651
1,510434
1,623538
1,530354
1,596288
1,683907
1,549295
1,486335
1,422679
1,572383
1,520041
1,575921
1,730654
1,600341
1,467307
1,582378
1,428079
1,525494
1,447376
1,502532
1,45109
1,53503
1,507852
1,434219
1,507731
1,639102
1,515316
1,60262
1,623946
1,555107
1,523255
1,539656
1,529032
1,481519
1,656269
1,581724
1,477127
1,499939
1,428261
1,581749
1,51305
1,469266
1,470091
1,725751
1,44879
1,432838
1,539573
1,599107
1,701982
1,494829
1,591269
1,570816
1,502995
1,465101
1,484838
1,604652
1,619031
1,594996
1,752646
1,57835
1,627773
1,614227
1,690015
1,666061
1,679385
1,632127
1,71326
1,99749
1,641402
1,668361
1,834204
1,723845
1,601921
1,626907
1,64226
1,615085
1,626843
1,843732
1,709003
1,555602
1,617157
1,752517
1,512701
1,603714
1,632663
1,724856
1,727266
1,50127
1,426342
1,65294
1,531534
1,559946
1,647929
1,513754
1,54128
1,465977
1,525036
1,551799
1,54854
1,479398
1,568068
1,548725
1,502738
1,573488
1,567485
1,436692
1,539755
1,416782
1,439509
1,597176
1,498231
1,616768
1,457529
1,592842
1,486459
1,609603
1,482787
1,498443
1,583441
1,613186
1,574101
1,839419
1,696912
1,648258
1,606998
1,559695
1,520878
1,476241
1,543269
1,507635
1,487192
1,75366
1,467488
1,518313
1,585166
1,56155
1,658838
1,442913
1,474627
1,572046
1,598372
1,474707
1,587873
1,541406
1,663732
1,604516
1,575804
1,491881
1,625029
1,441174
1,517303
1,710064
1,568539
1,539644
1,484559
1,498452
1,539
1,453244
1,633306
1,889843
1,71647
1,723403
1,449922
1,502984
1,477779
1,555177
1,485551
1,626479
1,51587
1,422315
1,487581
1,505628
1,585533
1,520568
1,509193
1,5958
1,577875
1,512605
1,522861
1,533061
1,493366
1,446847
1,718917
1,657943
1,47417
1,569047
1,449455
1,546456
1,54036
1,518901
1,550461
1,478749
1,508432
1,53547
1,538994
1,462526
1,719084
1,469928
1,460087
1,486256
1,47746
1,557949
1,742054
1,488433
1,474202
1,499631
1,596687
1,571085
1,587046
1,445724
1,457249
1,443685
1,495136
1,515313
1,690652
1,731031
1,574044
1,527108
1,465093
1,524371
1,52011
1,486822
1,486592
1,44606
1,446317
1,426174
1,451989
1,628519
1,411994
1,51472
1,695343
1,540143
1,534853
1,623641
1,579376
1,56029
1,611987
1,487874
1,536618
1,50329
1,522715
1,534365
1,428715
1,463089
1,480822
1,519961
1,560975
1,45981
1,483337
1,472433
1,483363
1,434076
1,574058
1,600698
1,520858
1,414281
1,623941
1,786296
1,598392
1,533411
1,461174
1,542388
1,610386
1,605305
1,603789
1,442631
1,585951
1,60824
1,49022
1,511124
1,595412
1,598202
1,516405
1,463454
1,622966
1,600876
1,53303
1,508387
1,496709
1,532175
1,531826
1,549818
1,632216
1,652229
1,713618
1,839201
1,670402
1,6587
1,604536
1,603608
1,816396
1,654067
1,659562
1,686324
1,649156
1,544643
1,607042
1,530342
1,753312
1,530654
1,632323
1,654799
1,618161
1,520356
1,52092
1,593357
1,600511
1,498518
1,525159
1,529216
1,419292
1,602405
1,432958
1,60586
1,734298
1,442696
1,512772
1,457837
1,614254
1,513864
1,5514
1,504769
1,581562
1,377281
1,492504
1,476202
1,563504
1,508556
1,491818
1,474298
1,52787
1,530257
1,589741
1,448967
1,512358
1,538095
1,476316
1,540965
1,499101
1,598778
1,473121
1,714456
1,545387
1,70318
1,621431
1,619744
1,556225
1,526066
1,523352
1,613667
1,522616
1,527304
1,803494
1,530144
1,57497
1,529616
1,475653
1,589277
1,605373
1,670829
1,549404
1,562237
1,538669
1,471719
1,870829
1,595328
1,557467
1,455654
1,40822
1,552703
1,581012
1,512442
1,686925
1,545845
1,506539
1,515404
1,642804
1,605271
1,56294
1,494593
1,522133
1,619225
1,4998
1,608407
1,618179
1,460102
1,546587
1,582535
1,487188
1,517654
1,480026
1,819019
1,61885
1,508604
1,576851
1,503319
1,554016
1,58951
1,571863
1,577939
1,514252
1,5349
1,497201
1,704862
1,501168
1,636743
1,53615
1,499519
1,513613
1,661404
1,474118
1,483799
1,651278
1,469934
1,512643
1,63638
1,532432
1,472097
1,829684
1,447063
1,429381
1,621768
1,627203
1,476686
1,645237
1,726551
1,628919
1,516984
1,567656
1,468672
1,488017
1,447177
1,55869
1,466077
1,538773
1,611629
1,727653
1,589497
1,508825
1,490839
1,520484
1,484954
1,43008
1,542085
1,534492
1,557018
1,643593
1,445829
1,493266
1,523989
1,496202
1,44715
1,582947
1,671512
1,504577
1,589346
1,440322
1,587965
1,497874
1,515187
1,602737
1,63933
1,551751
1,553534
1,540232
1,453678
1,610647
1,442742
1,596621
1,469301
1,566748
1,535627
1,544937
1,537626
1,822754
1,426522
1,562984
1,477923
1,581152
1,489535
1,460963
1,49856
1,549263
1,664126
1,521456
1,625494
1,557911
1,497096
1,839449
1,589891
1,533239
1,457857
1,560741
1,622112
1,508313
1,466894
1,655662
1,526954
1,549677
1,504685
1,438926
1,715243
1,529607
1,601896
1,488735
1,534078
1,623945
1,41892
1,456492
1,574899
1,522047
1,583197
1,518139
1,567226
1,600153
1,458105
1,458225
1,493714
1,494559
1,477284
1,441847
1,420129
1,621238
1,697102
1,414534
1,477146
1,501429
1,601899
1,550956
1,528972
1,495361
1,646024
1,672623
1,625397
1,541606
1,469408
1,477199
1,461024
1,449214
1,559328
1,460488
1,551225
1,56174
1,548946
1,513107
1,438606
1,56258
1,565969
1,465067
1,512681
1,573281
1,444203
1,462694
1,436542
1,561413
1,471043
1,458445
1,48623
1,472336
1,651939
1,582149
1,567804
1,490101
1,499368
1,530845
1,490757
1,449879
1,508092
1,566634
1,483994
1,468046
1,578325
1,484688
1,4762
1,379764
1,447847
1,578825
1,552106
1,5149
1,46558
1,499555
1,52763
1,479071
1,45698
1,386027
1,512472
1,484918
1,539878
1,541094
1,489511
1,503078
1,519822
1,498885
1,564942
1,521628
1,712576
1,495594
1,490154
1,616179
1,798325
1,554383
1,652289
1,518963
1,573023
1,496557
1,525313
1,519022
1,509139
1,417309
1,498292
1,449305
1,430586
1,433475
1,444775
1,530388
1,492833
1,567228
1,561518
1,509692
1,518513
1,896589
1,529076
1,55265
1,466896
1,467397
1,484066
1,448774
1,405559
1,624945
1,515047
1,574597
1,448197
1,441268
1,558274
1,4471
1,446358
1,491649
1,592019
1,507913
1,604406
1,64997
1,594664
1,376599
1,58399
1,496591
1,465043
1,502197
1,540953
1,591644
1,575079
1,479603
1,479344
1,524366
1,581754
1,571747
1,476173
1,431749
1,536798
1,520602
1,627115
1,433513
1,519308
1,420051
1,75923
1,678988
1,510129
1,386148
1,442338
1,587222
1,562387
1,485961
1,460091
1,636621
1,409738
1,496044
1,500026
1,525572
1,56181
1,586577
1,431777
1,519682
1,580226
1,447876
1,596137
1,540967
1,561836
1,547763
1,484409
1,519358
1,630486
1,443523
1,491838
1,418793
1,553623
1,539374
1,467312
1,502576
1,529448
1,543409
1,499563
1,509305
1,518189
1,636638
1,522142
1,471282
1,500964
1,477009
1,503309
1,560569
1,512438
1,50944
1,568233
1,389718
1,422735
1,455422
1,998555
1,577041
1,55129
1,428569
1,434649
1,650641
1,463998
1,476055
1,482621
1,555085
1,668222
1,431754
1,445228
1,583828
1,43341
1,463486
1,509569
1,550964
1,503548
1,540962
1,433148
1,527685
1,493266
1,51615
1,557916
1,486941
1,584931
1,412543
1,566636
1,474594
1,380006
1,593123
1,482996
1,572245
1,441612
1,450162
1,627017
1,563422
1,460315
1,575743
1,486544
1,440991
1,531082
1,518879
2,083517
1,666849
1,633458
1,764006
1,66136
1,637444
1,555128
1,511503
1,697203
1,616773
1,73136
1,548583
1,566086
1,587659
1,705658
1,558219
1,628249
1,590686
1,617709
1,456077
1,65801
1,943905
1,601655
1,62933
