0,051279		Medel =	0,0485685
0,048867		Max =	0,045858
0,049633		Min =	0,051279
0,051407		Median =	0,046799
0,051092		Standardavvikelse =	0,002410942
0,050513			
0,047245			
0,050417			
0,045928			
0,050549			
0,049531			
0,047354			
0,046959			
0,046757			
0,047359			
0,050091			
0,04703			
0,045631			
0,049048			
0,050401			
0,046725			
0,047518			
0,044568			
0,044701			
0,045537			
0,050689			
0,045693			
0,04821			
0,051306			
0,046621			
0,049152			
0,046009			
0,044195			
0,050538			
0,045605			
0,052964			
0,046862			
0,045616			
0,046877			
0,048104			
0,052549			
0,05003			
0,049213			
0,050058			
0,050982			
0,047189			
0,047016			
0,051156			
0,048995			
0,049091			
0,047747			
0,04834			
0,046885			
0,046486			
0,046984			
0,048891			
0,046583			
0,050211			
0,047083			
0,047461			
0,047947			
0,050268			
0,048112			
0,046747			
0,052216			
0,051746			
0,048396			
0,047558			
0,049995			
0,049266			
0,047398			
0,046924			
0,050358			
0,05299			
0,048028			
0,055463			
0,050501			
0,050226			
0,04953			
0,046983			
0,049534			
0,046336			
0,053769			
0,048321			
0,050968			
0,05342			
0,052114			
0,047107			
0,046182			
0,047561			
0,056562			
0,046902			
0,049211			
0,046953			
0,046762			
0,047853			
0,051601			
0,053179			
0,055222			
0,051113			
0,052444			
0,055604			
0,049651			
0,051729			
0,05712			
0,052283			
0,050919			
0,050986			
0,051572			
0,052084			
0,051547			
0,054574			
0,051877			
0,052024			
0,04941			
0,052518			
0,055192			
0,052494			
0,054566			
0,05016			
0,05132			
0,053026			
0,050863			
0,052265			
0,053108			
0,051292			
0,053088			
0,051635			
0,051646			
0,050926			
0,052793			
0,052713			
0,04535			
0,049031			
0,046641			
0,052213			
0,050119			
0,048844			
0,047974			
0,05115			
0,047075			
0,047147			
0,049544			
0,048511			
0,050932			
0,048029			
0,048745			
0,05106			
0,051573			
0,044168			
0,051423			
0,049874			
0,049232			
0,051285			
0,050841			
0,05096			
0,047885			
0,048567			
0,047084			
0,051374			
0,049898			
0,048529			
0,068065			
0,052373			
0,046787			
0,048847			
0,047843			
0,047792			
0,048379			
0,04634			
0,051784			
0,04671			
0,050891			
0,050131			
0,050802			
0,049303			
0,045109			
0,051381			
0,04866			
0,048887			
0,050606			
0,050596			
0,048124			
0,049609			
0,049244			
0,047011			
0,049629			
0,048078			
0,049046			
0,051261			
0,049839			
0,048388			
0,048111			
0,048291			
0,051473			
0,047696			
0,047869			
0,053193			
0,052918			
0,047255			
0,047482			
0,053754			
0,046031			
0,049211			
0,046919			
0,051251			
0,047762			
0,047203			
0,048054			
0,047812			
0,047737			
0,046311			
0,047436			
0,04721			
0,052768			
0,049148			
0,046144			
0,0493			
0,051893			
0,045583			
0,049366			
0,049791			
0,053819			
0,049666			
0,048996			
0,049891			
0,050102			
0,048271			
0,050934			
0,050573			
0,04656			
0,048917			
0,047844			
0,049774			
0,050255			
0,046932			
0,049974			
0,048844			
0,053598			
0,050515			
0,050558			
0,049283			
0,047381			
0,049119			
0,052781			
0,046209			
0,049801			
0,047702			
0,052723			
0,047449			
0,049477			
0,045848			
0,048989			
0,050118			
0,048584			
0,047434			
0,049095			
0,049151			
0,046097			
0,05445			
0,049137			
0,047074			
0,051014			
0,049377			
0,047899			
0,048175			
0,04893			
0,047738			
0,046423			
0,049302			
0,049523			
0,050656			
0,047771			
0,045502			
0,045918			
0,047907			
0,047678			
0,047619			
0,049663			
0,046854			
0,051247			
0,047996			
0,048931			
0,048971			
0,046841			
0,04728			
0,047956			
0,04936			
0,050805			
0,046172			
0,047505			
0,050846			
0,052052			
0,047083			
0,048421			
0,051427			
0,050437			
0,047915			
0,050621			
0,044999			
0,047773			
0,04635			
0,048152			
0,046288			
0,050148			
0,047656			
0,049837			
0,050107			
0,047656			
0,052993			
0,049721			
0,049478			
0,045489			
0,051617			
0,052824			
0,04921			
0,049446			
0,049531			
0,049668			
0,049473			
0,047456			
0,052079			
0,054179			
0,04764			
0,047807			
0,04757			
0,049841			
0,048909			
0,051402			
0,055494			
0,049828			
0,047914			
0,050479			
