0,00144		0,001249706	
0,001261			
0,00131			
0,001278			
0,001214			
0,001166			
0,001368			0,001249706
0,001148			
0,001211			
0,001261			
0,00138			
0,001238			
0,001221			
0,001296			
0,001243			
0,001239			
0,001201			
0,001211			
0,001295			
0,001165			
0,001217			
0,001178			
0,001752			
0,001255			
0,001263			
0,001269			
0,001215			
0,001232			
0,001187			
0,001434			
0,001155			
0,001246			
0,001261			
0,001202			
0,001171			
0,001167			
0,00119			
0,00117			
0,001159			
0,001183			
0,001227			
0,0014			
0,00117			
0,001187			
0,001245			
0,001331			
0,00123			
0,001224			
0,001203			
0,001325			
0,001204			
0,001374			
0,001204			
0,001464			
0,001333			
0,001227			
0,001177			
0,001216			
0,001258			
0,001192			
0,001251			
0,001144			
0,001241			
0,001179			
0,001235			
0,001172			
0,001364			
0,001351			
0,001213			
0,001402			
0,001199			
0,001174			
0,001168			
0,001185			
0,001235			
0,001304			
0,001309			
0,001216			
0,001166			
0,001167			
0,001165			
0,001211			
0,001239			
0,001235			
0,001192			
0,001202			
0,001246			
0,001188			
0,001199			
0,001334			
0,001256			
0,001196			
0,001206			
0,001414			
0,001996			
0,001189			
0,00124			
0,001194			
0,001382			
0,001241			
0,001174			
0,001351			
0,001203			
0,001255			
0,001186			
0,001195			
0,001187			
0,001265			
0,007402			
0,001887			
0,00121			
0,001179			
0,001281			
0,001241			
0,001187			
0,001213			
0,001187			
0,001164			
0,001182			
0,001155			
0,001198			
0,001177			
0,001169			
0,001219			
0,001256			
0,001224			
0,001171			
0,001198			
0,00117			
0,001236			
0,001168			
0,001216			
0,001179			
0,001171			
0,001291			
0,001162			
0,001259			
0,001313			
0,001366			
0,001169			
0,001218			
0,001197			
0,001194			
0,001175			
0,001886			
0,001161			
0,001283			
0,001184			
0,001179			
0,002012			
0,001217			
0,001206			
0,001214			
0,001316			
0,00117			
0,001469			
0,001189			
0,001174			
0,001274			
0,00122			
0,001269			
0,001193			
0,001262			
0,001153			
0,001157			
0,001195			
0,001152			
0,001212			
0,001842			
0,001216			
0,001227			
0,001238			
0,001295			
0,00119			
0,001222			
0,001173			
0,001133			
0,001149			
0,00148			
0,001349			
0,001255			
0,001196			
0,001181			
0,001212			
0,00131			
0,001234			
0,001181			
0,001161			
0,001174			
0,001153			
0,00117			
0,001582			
0,001168			
0,001254			
0,001224			
0,00115			
0,001261			
0,001272			
0,001178			
0,001217			
0,001222			
0,001189			
0,001227			
0,001693			
0,001239			
0,001236			
0,001182			
0,001414			
0,001229			
0,00125			
0,001173			
0,001286			
0,001274			
0,001166			
0,001233			
0,001223			
0,001481			
0,001209			
0,001129			
0,001205			
0,001175			
0,001177			
0,001145			
0,001177			
0,001206			
0,001151			
0,001205			
0,001202			
0,001243			
0,001204			
0,001144			
0,001242			
0,00121			
0,001233			
0,001154			
0,001202			
0,001169			
0,00124			
0,001263			
0,001166			
0,001246			
0,001138			
0,001183			
0,001222			
0,00119			
0,001178			
0,001303			
0,001221			
0,001164			
0,00116			
0,001205			
0,001245			
0,001181			
0,001167			
0,001173			
0,001167			
0,00117			
0,001184			
0,00124			
0,001186			
0,0012			
0,001214			
0,001255			
0,001165			
0,001177			
0,001229			
0,001147			
0,001234			
0,001197			
0,001361			
0,001169			
0,001169			
0,001153			
0,001164			
0,001189			
0,001189			
0,001255			
0,001265			
0,001202			
0,001197			
0,001282			
0,001177			
0,001173			
0,001173			
0,001171			
0,001156			
0,001203			
0,001185			
0,001152			
0,001144			
0,001156			
0,001332			
0,001173			
0,001166			
0,001276			
0,001162			
0,001215			
0,001231			
0,00152			
0,001327			
0,001174			
0,001186			
0,001218			
0,001156			
0,001189			
0,001159			
0,001146			
0,00125			
0,001196			
0,001236			
0,001373			
0,001151			
0,001188			
0,001436			
0,001229			
0,001194			
0,001322			
0,001181			
0,001174			
0,001198			
0,001167			
0,00118			
0,001183			
0,00127			
0,001228			
0,001286			
0,001215			
0,001186			
0,001704			
0,001213			
0,001164			
0,001151			
0,00117			
0,001361			
0,001211			
0,001267			
0,001203			
0,001183			
0,001222			
0,001292			
0,001203			
0,001197			
0,001184			
0,001148			
0,001183			
0,001169			
0,001152			
0,001202			
0,001222			
0,001188			
0,001215			
0,001176			
0,001184			
0,001197			
0,001203			
0,001178			
0,00134			
0,001245			
0,001241			
0,001911			
0,001234			
0,001168			
0,001182			
0,00118			
0,001205			
0,001201			
0,001169			
0,00119			
0,001189			
0,001144			
0,001154			
0,001201			
0,001493			
0,001279			
0,001271			
0,001169			
0,00125			
0,001177			
0,001237			
0,001169			
0,001203			
0,001425			
0,001163			
0,001259			
0,001334			
0,001216			
0,001166			
0,001239			
0,001287			
0,001182			
0,001178			
0,001189			
0,001533			
0,001178			
0,001168			
0,001222			
0,001197			
0,001359			
0,001253			
0,0012			
0,001173			
0,001273			
0,001208			
0,001169			
0,001219			
0,00123			
0,001173			
0,001425			
0,001163			
0,001242			
0,001187			
0,001334			
0,001211			
0,001142			
0,00119			
0,001199			
0,001224			
0,001176			
0,001183			
0,001283			
0,001245			
0,001183			
0,001162			
0,001198			
0,001206			
0,001191			
0,00124			
0,001156			
0,001255			
0,001183			
0,001182			
0,001256			
0,00118			
0,0013			
0,001197			
0,001464			
0,00134			
0,001188			
0,001241			
0,001173			
0,001201			
0,001168			
0,001466			
0,001304			
0,001182			
0,00121			
0,001163			
0,001725			
0,001189			
0,001237			
0,001199			
0,001176			
0,001307			
0,001153			
0,001247			
0,001172			
0,001217			
0,001159			
0,001336			
0,001668			
0,001225			
0,001175			
0,001186			
0,001234			
0,001174			
0,001172			
0,001279			
0,001173			
0,001186			
0,001202			
0,001278			
0,001249			
0,001252			
0,001215			
0,001293			
0,001215			
0,001184			
0,001239			
0,001185			
0,001169			
0,001215			
0,001245			
0,001774			
0,001154			
0,001278			
0,00117			
0,001173			
0,00119			
0,001156			
0,001222			
0,001172			
0,001266			
0,001176			
0,001199			
0,00125			
0,001193			
0,001235			
0,001223			
0,001432			
0,001226			
0.001457
