0,550708		0,485634508
0,512945		
0,493152		
0,491983		
0,530279		
0,508552		
0,509836		
0,524139		
0,495897		
0,510684		
0,497037		
0,464381		
0,479601		
0,465375		
0,486724		
0,518491		
0,472202		
0,465866		
0,512054		
0,499618		
0,485749		
0,535956		
0,483833		
0,471902		
0,484756		
0,515051		
0,476792		
0,495126		
0,567526		
0,479066		
0,488322		
0,481548		
0,487649		
0,49462		
0,481007		
0,472201		
0,515486		
0,485594		
0,451896		
0,484775		
0,444575		
0,484892		
0,4547		
0,461417		
0,492909		
0,502503		
0,477943		
0,513743		
0,489448		
0,460212		
0,481125		
0,465901		
0,489324		
0,498963		
0,472847		
0,52048		
0,490621		
0,520092		
0,462057		
0,468286		
0,480864		
0,471483		
0,473068		
0,489065		
0,489442		
0,459849		
0,531526		
0,479886		
0,486351		
0,500493		
0,455797		
0,509325		
0,459643		
0,479424		
0,524062		
0,476673		
0,46216		
0,48336		
0,515225		
0,473392		
0,452889		
0,46599		
0,468725		
0,488521		
0,46964		
0,469427		
0,496915		
0,492565		
0,472846		
0,489357		
0,475831		
0,499019		
0,450722		
0,445143		
0,468921		
0,474854		
0,463237		
0,493492		
0,503064		
0,496448		
0,456861		
0,454897		
0,481797		
0,463574		
0,483826		
0,469482		
0,492696		
0,479428		
0,465965		
0,475915		
0,496876		
0,466097		
0,476944		
0,471194		
0,474435		
0,463607		
0,438336		
0,486166		
0,474475		
0,469683		
0,465306		
0,48642		
0,50583		
0,475206		
0,495412		
0,517098		
0,535552		
0,491676		
0,479708		
0,463462		
0,465576		
0,490004		
0,49158		
0,484351		
0,493292		
0,488753		
0,478241		
0,490581		
0,472326		
0,478918		
0,518427		
0,484639		
0,509229		
0,487093		
0,470912		
0,468885		
0,449242		
0,48412		
0,465866		
0,466843		
0,481454		
0,478777		
0,487987		
0,485173		
0,485733		
0,507987		
0,50124		
0,460652		
0,460215		
0,483631		
0,505636		
0,452838		
0,480898		
0,501391		
0,459418		
0,476284		
0,475913		
0,451203		
0,528346		
0,49461		
0,490454		
0,500693		
0,501358		
0,510243		
0,490722		
0,474334		
0,471519		
0,460489		
0,475132		
0,495846		
0,529975		
0,481191		
0,481575		
0,478721		
0,460042		
0,481824		
0,510023		
0,466843		
0,463088		
0,474888		
0,454902		
0,484885		
0,474824		
0,478094		
0,47782		
0,498909		
0,500978		
0,523877		
0,474606		
0,516044		
0,464702		
0,470476		
0,523207		
0,468123		
0,51213		
0,481055		
0,504733		
0,476974		
0,45776		
0,465603		
0,485521		
0,471655		
0,470899		
0,459522		
0,472721		
0,480228		
0,486818		
0,465643		
0,491759		
0,470044		
0,48405		
0,496309		
0,462219		
0,487179		
0,492033		
0,466249		
0,496153		
0,497489		
0,448055		
0,489774		
0,461667		
0,517048		
0,46498		
0,481457		
0,497298		
0,470996		
0,478255		
0,476185		
0,466919		
0,470815		
0,4821		
0,508345		
0,466616		
0,471577		
0,464453		
0,4893		
0,472297		
0,467723		
0,488253		
0,50788		
0,462705		
0,460523		
0,506101		
0,466128		
0,487705		
0,470374		
0,510277		
0,492502		
0,486609		
0,45917		
0,471833		
0,496262		
0,475137		
0,47805		
0,492696		
0,457705		
0,477792		
0,478424		
0,452178		
0,446586		
0,48802		
0,469775		
0,479531		
0,505131		
0,463688		
0,480838		
0,476563		
0,484181		
0,467463		
0,464588		
0,45078		
0,503151		
0,518792		
0,469196		
0,478358		
0,471868		
0,454522		
0,491108		
0,490791		
0,476953		
0,468167		
0,464853		
0,494773		
0,503894		
0,479054		
0,481682		
0,472212		
0,481041		
0,494808		
0,508786		
0,519515		
0,455614		
0,501961		
0,463842		
0,474852		
0,486266		
0,48116		
0,478138		
0,508839		
0,493738		
0,455727		
0,472808		
0,525977		
0,467724		
0,470007		
0,507041		
0,502113		
0,484018		
0,496965		
0,461954		
0,504077		
0,465603		
0,511041		
0,502858		
0,505686		
0,460982		
0,456203		
0,488755		
0,487482		
0,463364		
0,458541		
0,478643		
0,47096		
0,493059		
0,480625		
0,484031		
0,488994		
0,481652		
0,45655		
0,494847		
0,518206		
0,470677		
0,464062		
0,502784		
0,466531		
0,458798		
0,471642		
0,488169		
0,491146		
0,508182		
0,453093		
0,462841		
0,466909		
0,477167		
0,52388		
0,470744		
0,513741		
0,521332		
0,451236		
0,478784		
0,514141		
0,468051		
0,502084		
0,49495		
0,461668		
0,490772		
0,49787		
0,474337		
0,493059		
0,495665		
0,46821		
0,460178		
0,501864		
0,503153		
0,475237		
0,471417		
0,494561		
0,487934		
0,48086		
0,469808		
0,478414		
0,487691		
0,476996		
0,457911		
0,495785		
0,494563		
0,539631		
0,516675		
0,487191		
0,501817		
0,468087		
0,50006		
0,477551		
0,497276		
0,512249		
0,467623		
0,486197		
0,549421		
0,520948		
0,495079		
0,518194		
0,499395		
0,481126		
0,473814		
0,480536		
0,481188		
0,501741		
0,517197		
0,473969		
0,557879		
0,498507		
0,497193		
0,484555		
0,473195		
0,472953		
0,479886		
0,479832		
0,510009		
0,472502		
0,48579		
0,469492		
0,471902		
0,513006		
0,481484		
0,473274		
0,461202		
0,497737		
0,506234		
0,506611		
0,536264		
0,527225		
0,512017		
0,499449		
0,511092		
0,489358		
0,496179		
0,514792		
0,49034		
0,501559		
0,484218		
0,521045		
0,475539		
0,452572		
0,508718		
0,518606		
0,494605		
0,506842		
0,489495		
0,488272		
0,484087		
0,477008		
0,488308		
0,476135		
0,50586		
0,495598		
0,505134		
0,509862		
0,561521		
0,489015		
0,503984		
0,49098		
0,501757		
0,500171		
0,483818		
0,503061		
0,472285		
0,500796		
0,455444		
0,477287		
0,495266		
0,463854		
0,512026		
0,495546		
0,472046		
0,457514		
0,512135		
0,497683		
0,468343		
0,486457		
0,492981		
0,492103		
0,486112		
0,530682		
0,494135		
0,461045		
0,489209		
0,491375		
0,487278		
0,474514		
0,487486		
0,475989		
0,460576		
0,528894		
0,489648		
0,498605		
0,499822		
0,483963		
0,47008		
0,49946		
0,496837		
